topology,chain_length,k_D,k_C,k_T,activation_threshold,deactivation_threshold,propagation_exponent,neighbor_feedback_strength,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,35,77,0.0,0.16326530612244897,43,19,1,0,43,9|5|16|5|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,36,78,0.0,0.16326530612244897,42,19,1,0,42,8|5|16|5|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,37,79,0.0,0.1836734693877551,49,19,1,0,49,8|5|16|5|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,38,80,0.0,0.1836734693877551,48,19,4,0,48,6|5|16|5|7|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,39,81,0.0,0.1836734693877551,47,19,1,0,47,5|5|16|5|7|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,40,82,0.0,0.1836734693877551,46,19,3,0,46,4|5|16|5|7|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,41,83,0.0,0.1836734693877551,45,19,1,0,45,4|5|16|5|7|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,42,84,0.0,0.1836734693877551,44,19,3,0,44,2|5|16|5|7|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,43,85,0.0,0.1836734693877551,43,19,1,0,43,1|5|16|5|7|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,44,86,0.0,0.1836734693877551,42,19,3,0,42,1|5|16|5|7|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,45,87,0.0,0.16326530612244897,41,19,1,0,41,1|5|16|5|7|8,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,46,88,0.0,0.14285714285714285,40,8,4,0,40,5|16|5|7|9,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,47,89,0.0,0.12244897959183673,39,10,3,0,39,5|16|5|7|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,48,90,0.0,0.14285714285714285,49,8,1,0,49,4|16|5|7|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.066,49,91,0.0,0.14285714285714285,48,8,1,0,48,3|16|5|7|10|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,0,42,0.0,0.22448979591836735,47,19,4,1,47,3|4|5|1|7|2|4|1|9|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,1,43,0.0,0.24489795918367346,46,19,5,1,46,2|3|5|1|7|2|4|1|9|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,2,44,0.0,0.24489795918367346,45,19,4,1,45,2|3|5|1|7|2|4|1|9|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,3,45,0.0,0.22448979591836735,44,19,4,1,44,1|4|5|1|7|2|4|1|9|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,4,46,0.0,0.24489795918367346,49,19,4,1,49,3|5|1|7|2|4|1|9|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,5,47,0.0,0.22448979591836735,48,19,5,1,48,3|5|1|7|2|4|1|9|5|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,6,48,0.0,0.22448979591836735,47,19,4,1,47,3|5|1|7|2|4|1|9|5|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,7,49,0.0,0.22448979591836735,46,19,5,1,46,1|5|1|7|2|4|1|9|5|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,8,50,0.0,0.22448979591836735,45,19,5,1,45,1|5|1|7|2|4|1|9|5|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,9,51,0.0,0.20408163265306123,44,19,5,1,44,5|1|7|2|4|1|9|5|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,10,52,0.0,0.20408163265306123,43,19,6,1,43,4|1|7|2|4|1|9|5|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,11,53,0.0,0.20408163265306123,42,19,5,1,42,3|1|7|2|4|1|9|5|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,12,54,0.0,0.20408163265306123,41,19,6,1,41,3|1|7|2|4|1|9|5|8,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,13,55,0.0,0.20408163265306123,40,19,5,1,40,1|1|7|2|4|1|9|5|9,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,14,56,0.0,0.20408163265306123,39,19,5,1,39,1|1|7|2|4|1|9|5|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,15,57,0.0,0.1836734693877551,38,19,16,0,38,1|7|2|4|1|9|5|11,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,16,58,0.0,0.1836734693877551,37,19,16,0,37,1|7|2|4|1|9|5|12,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,17,59,0.0,0.16326530612244897,36,19,16,0,36,7|2|4|1|9|5|13,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,18,60,0.0,0.16326530612244897,35,19,16,0,35,7|2|4|1|9|5|14,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,19,61,0.0,0.16326530612244897,34,19,16,0,34,6|2|4|1|9|5|15,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,20,62,0.0,0.16326530612244897,33,19,16,0,33,5|2|4|1|9|5|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,21,63,0.0,0.1836734693877551,49,19,16,0,49,4|2|4|1|9|5|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,22,64,0.0,0.20408163265306123,49,19,1,1,49,3|2|4|1|9|5|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,23,65,0.0,0.20408163265306123,48,19,3,1,48,2|2|4|1|9|5|16|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,24,66,0.0,0.20408163265306123,47,19,3,1,47,1|2|4|1|9|5|16|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,25,67,0.0,0.1836734693877551,46,19,1,0,46,2|4|1|9|5|16|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,26,68,0.0,0.1836734693877551,45,19,1,0,45,1|4|1|9|5|16|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,27,69,0.0,0.1836734693877551,44,19,1,0,44,1|4|1|9|5|16|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,28,70,0.0,0.16326530612244897,43,19,1,0,43,4|1|9|5|16|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,29,71,0.0,0.1836734693877551,49,19,3,0,49,3|1|9|5|16|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,30,72,0.0,0.1836734693877551,48,19,1,0,48,2|1|9|5|16|6|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,31,73,0.0,0.1836734693877551,47,19,3,0,47,2|1|9|5|16|6|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,32,74,0.0,0.1836734693877551,46,19,1,0,46,1|9|5|16|6|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,33,75,0.0,0.16326530612244897,45,19,1,0,45,1|9|5|16|6|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,34,76,0.0,0.16326530612244897,44,19,1,0,44,9|5|16|6|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,35,77,0.0,0.14285714285714285,43,19,1,0,43,9|5|16|6|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,36,78,0.0,0.14285714285714285,42,19,1,0,42,8|5|16|6|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,37,79,0.0,0.16326530612244897,49,19,1,0,49,8|5|16|6|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,38,80,0.0,0.14285714285714285,48,19,75,0,48,6|5|16|7|7|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,39,81,0.0,0.16326530612244897,47,19,1,0,47,5|5|16|6|7|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,40,82,0.0,0.16326530612244897,46,19,3,0,46,4|5|16|6|7|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,41,83,0.0,0.16326530612244897,45,19,1,0,45,4|5|16|6|7|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,42,84,0.0,0.16326530612244897,44,19,3,0,44,2|5|16|6|7|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,43,85,0.0,0.16326530612244897,43,19,1,0,43,1|5|16|6|7|6,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,44,86,0.0,0.16326530612244897,42,19,3,0,42,1|5|16|6|7|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,45,87,0.0,0.14285714285714285,41,19,1,0,41,5|16|6|7|8,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|16|6|7|9,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,47,89,0.0,0.10204081632653061,39,8,3,0,39,5|16|6|7|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,48,90,0.0,0.12244897959183673,49,8,1,0,49,4|16|6|7|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.068,49,91,0.0,0.12244897959183673,48,8,1,0,48,3|16|6|7|10|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,0,42,0.0,0.20408163265306123,47,19,4,1,47,3|4|5|1|7|2|4|1|10|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,1,43,0.0,0.20408163265306123,46,19,5,1,46,2|4|5|1|7|2|4|1|10|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,2,44,0.0,0.20408163265306123,45,19,4,1,45,2|4|5|1|7|2|4|1|10|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,3,45,0.0,0.20408163265306123,44,19,4,1,44,1|4|5|1|7|2|4|1|10|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,4,46,0.0,0.20408163265306123,49,19,5,1,49,4|5|1|7|2|4|1|10|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,5,47,0.0,0.20408163265306123,48,19,5,1,48,3|5|1|7|2|4|1|10|5|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,6,48,0.0,0.20408163265306123,47,19,4,1,47,3|5|1|7|2|4|1|10|5|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,7,49,0.0,0.20408163265306123,46,19,5,1,46,1|5|1|7|2|4|1|10|5|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,8,50,0.0,0.20408163265306123,45,19,5,1,45,1|5|1|7|2|4|1|10|5|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,9,51,0.0,0.1836734693877551,44,19,5,0,44,5|1|7|2|4|1|10|5|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,10,52,0.0,0.16326530612244897,43,19,16,0,43,6|7|2|4|1|10|5|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,11,53,0.0,0.1836734693877551,42,19,5,0,42,3|1|7|2|4|1|10|5|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,12,54,0.0,0.1836734693877551,41,19,6,0,41,3|1|7|2|4|1|10|5|8,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,13,55,0.0,0.1836734693877551,40,19,6,0,40,1|1|7|2|4|1|10|5|9,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,14,56,0.0,0.1836734693877551,39,19,5,0,39,1|1|7|2|4|1|10|5|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,15,57,0.0,0.16326530612244897,38,19,16,0,38,1|7|2|4|1|10|5|11,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,16,58,0.0,0.16326530612244897,37,19,16,0,37,1|7|2|4|1|10|5|12,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,17,59,0.0,0.14285714285714285,36,19,47,0,36,7|2|4|1|10|5|13,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,18,60,0.0,0.14285714285714285,35,19,47,0,35,7|2|4|1|10|5|14,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,19,61,0.0,0.14285714285714285,34,19,16,0,34,6|2|4|1|10|5|15,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,20,62,0.0,0.14285714285714285,33,19,47,0,33,5|2|4|1|10|5|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,21,63,0.0,0.16326530612244897,49,19,16,0,49,4|2|4|1|10|5|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,22,64,0.0,0.1836734693877551,49,19,1,0,49,3|2|4|1|10|5|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,23,65,0.0,0.1836734693877551,48,19,3,0,48,2|2|4|1|10|5|16|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,24,66,0.0,0.1836734693877551,47,19,3,0,47,1|2|4|1|10|5|16|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,25,67,0.0,0.16326530612244897,46,19,1,0,46,2|4|1|10|5|16|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,26,68,0.0,0.16326530612244897,45,19,1,0,45,1|4|1|10|5|16|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,27,69,0.0,0.16326530612244897,44,19,1,0,44,1|4|1|10|5|16|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,28,70,0.0,0.14285714285714285,43,19,1,0,43,4|1|10|5|16|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,29,71,0.0,0.16326530612244897,49,19,3,0,49,3|1|10|5|16|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,30,72,0.0,0.16326530612244897,48,19,1,0,48,2|1|10|5|16|6|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,31,73,0.0,0.16326530612244897,47,19,3,0,47,2|1|10|5|16|6|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,32,74,0.0,0.16326530612244897,46,19,1,0,46,1|10|5|16|6|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,33,75,0.0,0.14285714285714285,45,19,1,0,45,1|10|5|16|6|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,34,76,0.0,0.14285714285714285,44,19,1,0,44,10|5|16|6|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,35,77,0.0,0.12244897959183673,43,19,1,0,43,10|5|16|6|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,36,78,0.0,0.12244897959183673,42,19,1,0,42,9|5|16|6|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,37,79,0.0,0.14285714285714285,49,19,1,0,49,9|5|16|6|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,38,80,0.0,0.12244897959183673,48,19,75,0,48,7|5|16|7|7|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,39,81,0.0,0.14285714285714285,47,19,1,0,47,6|5|16|6|7|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,40,82,0.0,0.14285714285714285,46,19,3,0,46,5|5|16|6|7|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,41,83,0.0,0.14285714285714285,45,19,1,0,45,5|5|16|6|7|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,42,84,0.0,0.14285714285714285,44,19,3,0,44,3|5|16|6|7|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,43,85,0.0,0.14285714285714285,43,19,1,0,43,2|5|16|6|7|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,44,86,0.0,0.14285714285714285,42,19,3,0,42,2|5|16|6|7|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,45,87,0.0,0.14285714285714285,41,19,1,0,41,1|5|16|6|7|8,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,46,88,0.0,0.12244897959183673,40,7,4,0,40,5|16|6|7|9,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,47,89,0.0,0.10204081632653061,39,7,3,0,39,5|16|6|7|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,48,90,0.0,0.12244897959183673,49,8,1,0,49,4|16|6|7|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.07,49,91,0.0,0.12244897959183673,48,8,1,0,48,3|16|6|7|10|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,0,42,0.0,0.1836734693877551,46,12,4,0,46,3|4|5|1|7|2|4|1|10|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,1,43,0.0,0.1836734693877551,45,12,5,0,45,2|4|5|1|7|2|4|1|10|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,2,44,0.0,0.1836734693877551,44,12,4,0,44,2|4|5|1|7|2|4|1|10|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,3,45,0.0,0.1836734693877551,43,12,4,0,43,1|4|5|1|7|2|4|1|10|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,4,46,0.0,0.16326530612244897,49,12,5,0,49,4|5|9|2|4|1|10|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,5,47,0.0,0.1836734693877551,48,12,5,0,48,3|5|1|7|2|4|1|10|6|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,6,48,0.0,0.16326530612244897,47,12,4,0,47,3|5|9|2|4|1|10|6|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,7,49,0.0,0.16326530612244897,46,12,5,0,46,1|5|9|2|4|1|10|6|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,8,50,0.0,0.16326530612244897,45,12,5,0,45,1|5|9|2|4|1|10|6|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,9,51,0.0,0.14285714285714285,44,12,5,0,44,5|9|2|4|1|10|6|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,10,52,0.0,0.14285714285714285,43,12,38,0,43,6|7|2|4|1|10|6|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,11,53,0.0,0.14285714285714285,42,12,5,0,42,3|9|2|4|1|10|6|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,12,54,0.0,0.16326530612244897,41,12,6,0,41,3|1|7|2|4|1|10|6|8,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,13,55,0.0,0.16326530612244897,40,12,6,0,40,1|1|7|2|4|1|10|6|9,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,14,56,0.0,0.16326530612244897,39,12,5,0,39,1|1|7|2|4|1|10|6|10,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,15,57,0.0,0.14285714285714285,38,12,16,0,38,1|7|2|4|1|10|6|11,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,16,58,0.0,0.14285714285714285,37,12,16,0,37,1|7|2|4|1|10|6|12,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,17,59,0.0,0.12244897959183673,36,12,47,0,36,7|2|4|1|10|6|13,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,18,60,0.0,0.12244897959183673,35,12,47,0,35,7|2|4|1|10|6|14,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,19,61,0.0,0.12244897959183673,34,12,16,0,34,6|2|4|1|10|6|15,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,20,62,0.0,0.12244897959183673,33,12,47,0,33,5|2|4|1|10|6|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,21,63,0.0,0.14285714285714285,49,12,16,0,49,4|2|4|1|10|6|16,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,22,64,0.0,0.14285714285714285,49,12,1,0,49,3|2|4|1|10|6|17,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,23,65,0.0,0.14285714285714285,48,12,3,0,48,2|2|4|1|10|6|17|1,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,24,66,0.0,0.14285714285714285,47,12,3,0,47,1|2|4|1|10|6|17|2,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,25,67,0.0,0.12244897959183673,46,12,1,0,46,2|4|1|10|6|17|3,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,26,68,0.0,0.12244897959183673,45,12,1,0,45,1|4|1|10|6|17|4,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,27,69,0.0,0.12244897959183673,44,12,1,0,44,1|4|1|10|6|17|5,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,28,70,0.0,0.10204081632653061,43,12,1,0,43,4|1|10|6|17|6,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,29,71,0.0,0.12244897959183673,49,12,3,0,49,3|1|10|6|17|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,30,72,0.0,0.12244897959183673,48,12,1,0,48,2|1|10|6|17|6|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,31,73,0.0,0.12244897959183673,47,12,3,0,47,2|1|10|6|17|6|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,32,74,0.0,0.12244897959183673,46,12,1,0,46,1|10|6|17|6|3,core_weighted,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,33,75,0.0,0.10204081632653061,45,12,1,0,45,1|10|6|17|6|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,34,76,0.0,0.10204081632653061,44,12,1,0,44,1|10|6|17|6|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,35,77,0.0,0.08163265306122448,43,12,1,0,43,10|6|17|6|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,36,78,0.0,0.08163265306122448,42,12,1,0,42,9|6|17|6|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,37,79,0.0,0.10204081632653061,49,12,1,0,49,9|6|17|6|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,38,80,0.0,0.08163265306122448,48,12,75,0,48,8|6|24|7|1,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,39,81,0.0,0.10204081632653061,47,12,1,0,47,6|6|17|6|7|2,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,40,82,0.0,0.10204081632653061,46,12,4,0,46,5|6|17|6|7|3,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,41,83,0.0,0.10204081632653061,45,12,1,0,45,5|6|17|6|7|4,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,42,84,0.0,0.10204081632653061,44,12,3,0,44,3|6|17|6|7|5,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,43,85,0.0,0.10204081632653061,43,12,1,0,43,2|6|17|6|7|6,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,44,86,0.0,0.10204081632653061,42,12,3,0,42,2|6|17|6|7|7,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,45,87,0.0,0.10204081632653061,41,12,1,0,41,1|6|17|6|7|8,network_wide,49
chain,50,0.01,0.03,0.0,0.2,0.1,3.0,0.3,0.072,46,88,0.0,0.08163265306122448,40,7,4,0,40,6|17|6|7|9,network_wide,49
